VariantName,nsubCountRead,subCountRead,ActRate,Nb_Mut,G_test
DCA_SB_50_48,38,1,0.02631578947368421,78,False
DCA_TM_2461,142,2,0.014084507042253521,46,False
DCA_SB_75_812,159,2,0.012578616352201259,83,False
AZO_RM_30_mut_216,58,1,0.017241379310344827,7,False
FULL_3D_CONST_602,588,2,0.003401360544217687,97,False
DCA_TM_3021,21,2,0.09523809523809523,48,False
FULL_3D_CONST_998,841,2,0.0023781212841854932,97,False
FULL_3D_CONST_368,1033,11,0.010648596321393998,113,False
DCA_TM_3192,69,1,0.014492753623188406,45,False
DCA_TM_4053,41,6,0.14634146341463414,23,False
FULL_3D_CONST_465,459,7,0.015250544662309368,96,False
DCA_TM_2256,50,2,0.04,51,False
DCA_TM_685,63,16,0.25396825396825395,29,False
MIN_CONST_871,185,3,0.016216216216216217,132,False
AZO_RM_864,103,2,0.019417475728155338,64,False
MIN_CONST_911,1964,15,0.007637474541751527,141,False
DCA_TM_1539,52,3,0.057692307692307696,51,False
MIN_CONST_51,2084,6,0.0028790786948176585,138,False
DCA_TM_1788,24,1,0.041666666666666664,41,False
DCA_TM_4679,151,2,0.013245033112582781,53,False
DCA_SB_75_97,76,4,0.05263157894736842,56,False
FULL_3D_CONST_937,220,3,0.013636363636363636,91,False
DCA_SB_75_476,110,3,0.02727272727272727,74,False
DCA_TM_4157,30,3,0.1,30,False
AZO_RM_543,67,2,0.029850746268656716,60,False
MIN_CONST_501,134,22,0.16417910447761194,139,True
DCA_TM_2514,32,4,0.125,32,False
DCA_TM_2605,160,2,0.0125,42,False
DCA_TM_4163,33,5,0.15151515151515152,30,False
AZO_RM_30_mut_477,79,4,0.05063291139240506,7,False
FULL_3D_CONST_427,499,4,0.008016032064128256,91,False
AZO_RM_30_mut_470,106,54,0.5094339622641509,6,False
DCA_TM_4045,61,1,0.01639344262295082,52,False
FULL_3D_CONST_163,1224,7,0.005718954248366013,106,False
MIN_CONST_583,482,9,0.01867219917012448,145,False
DCA_TM_2021,41,11,0.2682926829268293,40,False
DCA_TM_354,32,1,0.03125,46,False
DCA_TM_2944,83,1,0.012048192771084338,46,False
NAT_GII_sel_MGGP01000014.1/16552-16348,5,13,2.6,125,False
MIN_CONST_80,128,2,0.015625,143,True
FULL_3D_CONST_136,542,7,0.012915129151291513,90,False
DCA_TM_2396,68,4,0.058823529411764705,47,False
AZO_RM_30_mut_628,91,1,0.01098901098901099,9,False
MIN_CONST_778,870,9,0.010344827586206896,141,False
AZO_RM_30_mut_425,46,10,0.21739130434782608,7,False
DCA_TM_3820,35,6,0.17142857142857143,26,False
FULL_3D_CONST_39,298,2,0.006711409395973154,90,False
DCA_TM_1905,39,4,0.10256410256410256,52,False
DCA_TM_48,39,2,0.05128205128205128,41,False
AZO_RM_372,256,1,0.00390625,55,False
MIN_CONST_446,265,2,0.007547169811320755,137,False
DCA_TM_1844,65,4,0.06153846153846154,51,False
DCA_SB_50_780,7,3,0.42857142857142855,52,False
DCA_TM_2966,201,3,0.014925373134328358,54,False
DCA_TM_865,39,4,0.10256410256410256,42,False
DCA_TM_224,24,2,0.08333333333333333,54,False
MIN_CONST_756,1231,12,0.00974817221770918,152,False
DCA_TM_4599,73,1,0.0136986301369863,47,False
FULL_3D_CONST_614,127,1,0.007874015748031496,95,False
NAT_GII_sel_LCFN01000026.1/107-286,11,7,0.6363636363636364,126,False
DCA_TM_4885,119,2,0.01680672268907563,45,False
FULL_3D_CONST_57,571,5,0.008756567425569177,91,False
AZO_RU_30_mut_372,47,3,0.06382978723404255,19,False
DCA_SB_75_732,77,4,0.05194805194805195,72,False
DCA_TM_4738,225,4,0.017777777777777778,52,False
DCA_SB_50_488,25,8,0.32,82,False
DCA_TM_3766,82,10,0.12195121951219512,42,False
AZO_RM_63,238,3,0.012605042016806723,58,False
AZO_RM_408,44,1,0.022727272727272728,58,False
DCA_TM_4686,206,3,0.014563106796116505,50,False
MIN_CONST_993,360,1,0.002777777777777778,136,False
DCA_TM_329,61,1,0.01639344262295082,45,False
AZO_RM_576,97,1,0.010309278350515464,52,False
NAT_GII_sel_CP000393.1/7135305-7135514,55,5,0.09090909090909091,130,False
MIN_CONST_345,554,7,0.01263537906137184,149,False
AZO_RU_30_mut_5,147,1,0.006802721088435374,16,False
AZO_RU_30_mut_493,119,3,0.025210084033613446,16,False
MIN_CONST_359,46,16,0.34782608695652173,141,True
FULL_3D_CONST_758,99,1,0.010101010101010102,89,False
AZO_RM_30_mut_567,80,6,0.075,7,False
AZO_RM_824,102,1,0.00980392156862745,50,False
DCA_TM_2939,85,2,0.023529411764705882,45,False
DCA_TM_4577,50,11,0.22,52,False
AZO_RM_146,79,1,0.012658227848101266,52,False
DCA_TM_4809,98,2,0.02040816326530612,47,False
MIN_CONST_174,27,15,0.5555555555555556,148,True
DCA_TM_507,23,3,0.13043478260869565,35,False
MIN_CONST_519,266,1,0.0037593984962406013,128,False
DCA_SB_50_735,91,1,0.01098901098901099,75,False
DCA_TM_1807,26,4,0.15384615384615385,45,False
AZO_RM_940,97,2,0.020618556701030927,52,False
MIN_CONST_667,2029,12,0.005914243469689502,133,False
DCA_SB_50_92,76,4,0.05263157894736842,84,False
DCA_TM_3378,32,10,0.3125,54,False
DCA_TM_1420,35,2,0.05714285714285714,41,False
DCA_TM_525,60,8,0.13333333333333333,48,False
DCA_SB_50_697,196,2,0.01020408163265306,72,False
AZO_RM_181,273,1,0.003663003663003663,59,False
DCA_TM_3535,32,12,0.375,53,False
MIN_CONST_597,765,3,0.00392156862745098,140,False
MIN_CONST_983,50,1,0.02,136,False
DCA_SB_75_380,45,1,0.022222222222222223,66,False
MIN_CONST_288,195,3,0.015384615384615385,133,False
DCA_TM_4963,107,2,0.018691588785046728,27,False
AZO_RM_30_mut_36,23,4,0.17391304347826086,4,False
AZO_RM_30_mut_181,68,1,0.014705882352941176,6,False
DCA_TM_971,57,2,0.03508771929824561,24,False
DCA_SB_50_363,444,3,0.006756756756756757,74,False
FULL_3D_CONST_231,538,8,0.01486988847583643,92,False
DCA_TM_4325,136,3,0.022058823529411766,54,False
FULL_3D_CONST_211,125,2,0.016,89,False
FULL_3D_CONST_89,402,1,0.0024875621890547263,91,False
MIN_CONST_64,1682,10,0.005945303210463734,138,False
AZO_RM_30_mut_733,20,2,0.1,8,False
DCA_TM_3689,65,3,0.046153846153846156,44,False
DCA_TM_599,29,1,0.034482758620689655,46,False
DCA_SB_50_910,97,1,0.010309278350515464,63,False
DCA_TM_937,37,1,0.02702702702702703,53,False
MIN_CONST_725,32,1,0.03125,130,False
dca_least_4,8,2,0.25,72,False
FULL_3D_CONST_905,820,6,0.007317073170731708,93,False
MIN_CONST_206,1104,7,0.006340579710144928,140,False
MIN_CONST_940,982,9,0.009164969450101833,152,False
FULL_3D_CONST_831,171,4,0.023391812865497075,91,False
DCA_SB_75_262,88,1,0.011363636363636364,69,False
MIN_CONST_338,341,2,0.005865102639296188,135,False
MIN_CONST_634,805,6,0.007453416149068323,142,False
AZO_RU_30_mut_330,146,1,0.00684931506849315,18,False
MIN_CONST_897,1482,11,0.007422402159244264,136,False
DCA_TM_867,42,1,0.023809523809523808,52,False
AZO_RM_30_mut_326,122,4,0.03278688524590164,8,False
DCA_TM_3519,183,4,0.02185792349726776,41,False
DCA_TM_2101,73,1,0.0136986301369863,40,False
DCA_TM_4256,104,10,0.09615384615384616,43,False
AZO_RU_30_mut_905,246,1,0.0040650406504065045,20,False
FULL_3D_CONST_250,131,1,0.007633587786259542,106,False
DCA_TM_3397,160,8,0.05,23,False
DCA_TM_19,16,3,0.1875,35,False
DCA_TM_1285,121,2,0.01652892561983471,36,False
DCA_SB_50_139,51,5,0.09803921568627451,53,False
MIN_CONST_733,569,3,0.005272407732864675,139,False
MIN_CONST_38,209,5,0.023923444976076555,142,False
AZO_RM_966,120,2,0.016666666666666666,60,False
FULL_3D_CONST_729,677,5,0.007385524372230428,92,False
DCA_TM_3187,84,1,0.011904761904761904,38,False
DCA_TM_1080,107,2,0.018691588785046728,49,False
DCA_TM_3355,52,5,0.09615384615384616,52,False
DCA_TM_3840,66,5,0.07575757575757576,52,False
DCA_TM_4435,38,1,0.02631578947368421,39,False
DCA_TM_4953,130,5,0.038461538461538464,40,False
AZO_RM_806,90,3,0.03333333333333333,53,False
DCA_TM_4156,41,2,0.04878048780487805,43,False
FULL_3D_CONST_603,269,3,0.011152416356877323,90,False
DCA_TM_4086,105,13,0.12380952380952381,50,False
MIN_CONST_881,1291,3,0.0023237800154918666,139,False
FULL_3D_CONST_964,36,2,0.05555555555555555,97,False
DCA_SB_50_653,62,2,0.03225806451612903,55,False
MIN_CONST_921,1240,7,0.00564516129032258,154,False
DCA_TM_1417,27,1,0.037037037037037035,46,False
AZO_RM_30_mut_105,27,10,0.37037037037037035,6,False
DCA_TM_4460,70,2,0.02857142857142857,40,False
AZO_RM_565,83,1,0.012048192771084338,58,False
DCA_TM_4987,150,2,0.013333333333333334,43,False
DCA_TM_3194,35,5,0.14285714285714285,23,False
AZO_RM_30_mut_178,179,2,0.0111731843575419,10,False
DCA_TM_2636,88,1,0.011363636363636364,40,False
DCA_TM_3046,37,1,0.02702702702702703,39,False
DCA_TM_4467,122,5,0.040983606557377046,51,False
MIN_CONST_668,1475,14,0.009491525423728813,132,False
DCA_TM_1360,25,3,0.12,50,False
DCA_SB_50_253,24,5,0.20833333333333334,78,False
MIN_CONST_429,531,3,0.005649717514124294,145,False
DCA_TM_1634,44,1,0.022727272727272728,44,False
AZO_RU_30_mut_50,200,1,0.005,15,False
DCA_TM_1122,105,5,0.047619047619047616,34,False
FULL_3D_CONST_916,70,1,0.014285714285714285,99,False
FULL_3D_CONST_692,143,1,0.006993006993006993,107,False
AZO_RM_502,166,4,0.024096385542168676,50,False
DCA_TM_3313,30,5,0.16666666666666666,35,False
DCA_TM_2710,107,4,0.037383177570093455,38,False
DCA_SB_50_573,490,2,0.004081632653061225,74,False
FULL_3D_CONST_291,615,2,0.0032520325203252032,106,False
AZO_RM_531,140,2,0.014285714285714285,51,False
AZO_RM_90,104,1,0.009615384615384616,48,False
MIN_CONST_503,167,1,0.005988023952095809,125,False
AZO_RM_799,191,3,0.015706806282722512,70,False
DCA_TM_4312,57,2,0.03508771929824561,41,False
DCA_TM_4707,21,4,0.19047619047619047,49,False
DCA_TM_4278,331,11,0.03323262839879154,50,False
AZO_RM_30_mut_675,106,3,0.02830188679245283,9,False
FULL_3D_CONST_847,937,1,0.0010672358591248667,96,False
DCA_SB_50_334,47,9,0.19148936170212766,78,False
AZO_RM_30_mut_428,73,5,0.0684931506849315,5,False
DCA_TM_2211,63,4,0.06349206349206349,48,False
DCA_TM_3476,33,1,0.030303030303030304,46,False
AZO_RM_571,129,1,0.007751937984496124,64,False
AZO_RM_362,57,2,0.03508771929824561,57,False
AZO_RU_30_mut_860,189,2,0.010582010582010581,19,False
DCA_TM_2758,21,3,0.14285714285714285,52,False
AZO_RU_30_mut_453,171,1,0.005847953216374269,20,False
AZO_RU_30_mut_268,178,2,0.011235955056179775,14,False
DCA_TM_1078,62,2,0.03225806451612903,41,False
AZO_RM_30_mut_991,61,16,0.26229508196721313,5,False
DCA_TM_906,46,1,0.021739130434782608,48,False
FULL_3D_CONST_64,259,3,0.011583011583011582,90,False
DCA_TM_1704,88,3,0.03409090909090909,40,False
DCA_TM_2139,41,1,0.024390243902439025,49,False
DCA_TM_1536,43,7,0.16279069767441862,52,False
DCA_TM_2462,43,3,0.06976744186046512,47,False
AZO_RM_962,155,2,0.012903225806451613,55,False
MIN_CONST_879,798,3,0.0037593984962406013,135,False
DCA_TM_3546,120,2,0.016666666666666666,23,False
NAT_GII_sel_LCFN01000001.1/131458-131647,8,2,0.25,124,False
AZO_RM_45,262,3,0.011450381679389313,62,False
DCA_SB_75_625,16,1,0.0625,57,True
DCA_TM_2299,38,1,0.02631578947368421,49,False
DCA_SB_50_694,227,6,0.02643171806167401,69,False
DCA_SB_75_578,255,1,0.00392156862745098,51,False
DCA_TM_1019,24,2,0.08333333333333333,44,False
AZO_RM_30_mut_908,51,3,0.058823529411764705,11,False
FULL_3D_CONST_224,534,6,0.011235955056179775,108,False
AZO_RM_30_mut_729,55,3,0.05454545454545454,7,False
AZO_RM_800,191,2,0.010471204188481676,58,False
MIN_CONST_866,333,4,0.012012012012012012,139,False
DCA_SB_75_577,160,3,0.01875,80,False
FULL_3D_CONST_377,924,5,0.005411255411255411,112,False
AZO_RM_682,101,6,0.0594059405940594,48,False
FULL_3D_CONST_515,483,7,0.014492753623188406,94,False
AZO_RM_30_mut_623,58,28,0.4827586206896552,7,False
FULL_3D_CONST_653,100,1,0.01,92,False
DCA_TM_3895,17,3,0.17647058823529413,44,False
DCA_SB_75_406,76,1,0.013157894736842105,72,False
DCA_TM_81,58,1,0.017241379310344827,45,False
MIN_CONST_528,811,2,0.002466091245376079,142,False
DCA_TM_2068,23,3,0.13043478260869565,29,False
AZO_RM_30_mut_3,52,2,0.038461538461538464,6,False
DCA_TM_4716,35,5,0.14285714285714285,46,False
AZO_RM_30_mut_716,45,2,0.044444444444444446,9,False
DCA_TM_432,85,1,0.011764705882352941,42,False
AZO_RM_30_mut_974,38,1,0.02631578947368421,9,False
MIN_CONST_122,99,43,0.43434343434343436,144,True
MIN_CONST_474,813,3,0.0036900369003690036,136,False
FULL_3D_CONST_597,619,5,0.008077544426494346,94,False
DCA_TM_2082,30,4,0.13333333333333333,36,False
FULL_3D_CONST_161,1093,4,0.0036596523330283625,107,False
DCA_TM_4471,63,6,0.09523809523809523,30,False
AZO_RM_292,134,3,0.022388059701492536,48,False
AZO_RM_30_mut_813,66,2,0.030303030303030304,14,False
DCA_TM_1223,86,4,0.046511627906976744,26,False
DCA_TM_3852,132,3,0.022727272727272728,46,False
DCA_SB_75_783,27,3,0.1111111111111111,82,False
DCA_TM_4769,66,3,0.045454545454545456,52,False
MIN_CONST_773,268,2,0.007462686567164179,143,False
DCA_TM_3534,58,1,0.017241379310344827,45,False
AZO_RM_30_mut_84,74,1,0.013513513513513514,7,False
FULL_3D_CONST_174,1210,5,0.004132231404958678,108,False
NAT_GII_sel_LCHR01000011.1/15440-15241,159,2,0.012578616352201259,113,False
AZO_RM_210,56,1,0.017857142857142856,54,False
DCA_TM_2603,69,10,0.14492753623188406,48,False
AZO_RM_461,172,3,0.01744186046511628,55,False
NAT_GII_sel_MHUT01000019.1/248-449,64,2,0.03125,126,False
DCA_TM_4033,190,2,0.010526315789473684,47,False
DCA_TM_3285,27,1,0.037037037037037035,41,False
MIN_CONST_562,518,2,0.003861003861003861,124,False
DCA_TM_1257,28,2,0.07142857142857142,46,False
DCA_TM_2652,123,8,0.06504065040650407,40,False
AZO_RU_30_mut_266,55,1,0.01818181818181818,13,False
AZO_RM_30_mut_710,62,3,0.04838709677419355,10,False
DCA_SB_50_435,74,1,0.013513513513513514,72,False
AZO_RM_30_mut_519,36,9,0.25,4,False
MIN_CONST_156,384,2,0.005208333333333333,139,False
DCA_TM_4472,61,13,0.21311475409836064,53,False
FULL_3D_CONST_167,105,1,0.009523809523809525,93,False
DCA_SB_50_983,89,2,0.02247191011235955,51,False
MIN_CONST_107,306,6,0.0196078431372549,150,False
DCA_TM_2340,137,4,0.029197080291970802,41,False
FULL_3D_CONST_257,116,1,0.008620689655172414,104,False
DCA_TM_1325,61,2,0.03278688524590164,39,False
FULL_3D_CONST_850,223,2,0.008968609865470852,94,False
DCA_SB_75_251,111,2,0.018018018018018018,64,False
DCA_SB_75_365,79,2,0.02531645569620253,64,False
MIN_CONST_126,540,7,0.012962962962962963,148,False
DCA_TM_4492,166,3,0.018072289156626505,47,False
DCA_TM_579,85,2,0.023529411764705882,39,False
AZO_RM_30_mut_500,52,6,0.11538461538461539,8,False
DCA_TM_143,42,10,0.23809523809523808,41,False
dca_least_2,4,1,0.25,76,False
FULL_3D_CONST_552,524,1,0.0019083969465648854,89,False
DCA_TM_4476,91,2,0.02197802197802198,50,False
AZO_RU_30_mut_894,135,1,0.007407407407407408,17,False
DCA_TM_2989,56,5,0.08928571428571429,51,False
DCA_SB_75_411,352,4,0.011363636363636364,63,False
FULL_3D_CONST_885,486,4,0.00823045267489712,95,False
MIN_CONST_933,1046,7,0.006692160611854685,147,False
DCA_TM_4554,94,3,0.031914893617021274,45,False
FULL_3D_CONST_22,1226,10,0.008156606851549755,106,False
DCA_TM_2335,178,4,0.02247191011235955,51,False
DCA_SB_50_159,356,4,0.011235955056179775,77,False
AZO_RM_602,69,1,0.014492753623188406,51,False
AZO_RM_30_mut_900,100,1,0.01,14,False
MIN_CONST_903,205,1,0.004878048780487805,142,False
DCA_TM_1599,79,2,0.02531645569620253,42,False
DCA_TM_4366,83,11,0.13253012048192772,37,False
DCA_SB_50_757,97,7,0.07216494845360824,53,False
AZO_RU_30_mut_672,227,2,0.00881057268722467,17,False
DCA_SB_75_449,166,2,0.012048192771084338,58,False
DCA_SB_75_313,171,1,0.005847953216374269,83,False
DCA_TM_3099,29,2,0.06896551724137931,27,False
FULL_3D_CONST_52,563,4,0.007104795737122558,91,False
FULL_3D_CONST_425,721,9,0.012482662968099861,92,False
DCA_TM_2428,37,2,0.05405405405405406,49,False
DCA_TM_1066,124,2,0.016129032258064516,55,False
AZO_RM_30_mut_100,24,4,0.16666666666666666,9,False
MIN_CONST_563,117,1,0.008547008547008548,126,False
AZO_RM_30_mut_97,50,1,0.02,8,False
DCA_SB_75_673,127,1,0.007874015748031496,71,False
DCA_SB_75_168,29,1,0.034482758620689655,68,False
DCA_TM_1900,46,7,0.15217391304347827,30,False
DCA_SB_75_237,206,2,0.009708737864077669,105,False
FULL_3D_CONST_527,363,3,0.008264462809917356,92,False
FULL_3D_CONST_362,65,8,0.12307692307692308,93,False
AZO_RU_30_mut_887,79,1,0.012658227848101266,19,False
FULL_3D_CONST_241,141,1,0.0070921985815602835,89,False
DCA_TM_2307,47,1,0.02127659574468085,43,False
DCA_TM_341,44,5,0.11363636363636363,48,False
AZO_RM_30_mut_856,39,2,0.05128205128205128,7,False
MIN_CONST_676,1536,2,0.0013020833333333333,129,False
DCA_SB_50_945,25,5,0.2,52,False
MIN_CONST_605,2280,20,0.008771929824561403,136,False
DCA_TM_2468,69,2,0.028985507246376812,49,False
AZO_RU_30_mut_408,62,2,0.03225806451612903,18,False
DCA_TM_4104,68,1,0.014705882352941176,51,False
AZO_RM_69,215,4,0.018604651162790697,60,False
AZO_RM_66,89,2,0.02247191011235955,56,False
AZO_RU_30_mut_191,175,2,0.011428571428571429,18,False
MIN_CONST_779,1392,11,0.007902298850574713,131,False
DCA_TM_4207,8,1,0.125,38,False
DCA_TM_401,0,1,,41,False
DCA_TM_2881,52,1,0.019230769230769232,47,False
MIN_CONST_124,497,7,0.014084507042253521,149,False
MIN_CONST_882,2100,16,0.007619047619047619,141,False
AZO_RU_30_mut_6,135,1,0.007407407407407408,17,False
DCA_TM_4575,120,2,0.016666666666666666,46,False
AZO_RU_30_mut_915,89,1,0.011235955056179775,13,False
DCA_TM_695,20,1,0.05,37,False
MIN_CONST_401,894,7,0.007829977628635347,136,False
AZO_RU_30_mut_252,131,2,0.015267175572519083,14,False
DCA_TM_4338,59,1,0.01694915254237288,41,False
MIN_CONST_989,264,6,0.022727272727272728,133,False
DCA_TM_452,71,7,0.09859154929577464,54,False
DCA_TM_3779,40,1,0.025,53,False
DCA_TM_496,117,3,0.02564102564102564,35,False
FULL_3D_CONST_309,217,1,0.004608294930875576,92,False
DCA_TM_4362,64,10,0.15625,26,False
MIN_CONST_275,1890,9,0.004761904761904762,139,False
DCA_TM_2306,22,5,0.22727272727272727,49,False
FULL_3D_CONST_118,636,5,0.007861635220125786,91,False
DCA_SB_75_27,67,2,0.029850746268656716,74,False
DCA_TM_3913,74,2,0.02702702702702703,51,False
FULL_3D_CONST_409,863,3,0.0034762456546929316,102,False
AZO_RM_318,200,3,0.015,58,False
DCA_TM_4273,53,1,0.018867924528301886,37,False
DCA_TM_4985,47,1,0.02127659574468085,48,False
DCA_TM_3700,12,11,0.9166666666666666,50,False
FULL_3D_CONST_217,1273,11,0.00864100549882168,115,False
DCA_TM_2432,72,3,0.041666666666666664,49,False
DCA_SB_50_45,31,1,0.03225806451612903,57,False
DCA_TM_3324,126,2,0.015873015873015872,49,False
FULL_3D_CONST_269,189,1,0.005291005291005291,94,False
DCA_TM_3996,201,2,0.009950248756218905,46,False
DCA_TM_4829,60,4,0.06666666666666667,40,False
DCA_TM_2669,49,3,0.061224489795918366,49,False
DCA_TM_1260,77,3,0.03896103896103896,32,False
DCA_SB_50_43,42,3,0.07142857142857142,78,False
DCA_TM_3982,33,1,0.030303030303030304,41,False
DCA_TM_4816,28,3,0.10714285714285714,53,False
AZO_RM_30_mut_803,119,2,0.01680672268907563,10,False
DCA_TM_2765,35,1,0.02857142857142857,36,False
DCA_TM_3987,110,3,0.02727272727272727,31,False
DCA_TM_3709,89,2,0.02247191011235955,44,False
FULL_3D_CONST_296,1155,5,0.004329004329004329,107,False
AZO_RM_30_mut_983,32,3,0.09375,11,False
DCA_TM_3703,39,1,0.02564102564102564,24,False
FULL_3D_CONST_566,834,2,0.002398081534772182,98,False
DCA_TM_1932,36,1,0.027777777777777776,29,False
DCA_TM_4448,98,3,0.030612244897959183,43,False
DCA_SB_75_827,529,7,0.013232514177693762,103,False
AZO_RM_30_mut_332,44,8,0.18181818181818182,6,False
DCA_TM_2973,75,3,0.04,20,False
DCA_TM_3028,99,3,0.030303030303030304,39,False
DCA_TM_2586,18,2,0.1111111111111111,48,False
DCA_TM_1194,13,4,0.3076923076923077,40,False
MIN_CONST_658,665,5,0.007518796992481203,139,False
DCA_TM_1676,80,3,0.0375,48,False
DCA_TM_3332,47,1,0.02127659574468085,48,False
DCA_TM_4181,52,17,0.3269230769230769,34,False
DCA_TM_3429,32,6,0.1875,43,False
DCA_SB_50_636,20,3,0.15,86,False
FULL_3D_CONST_75,925,7,0.0075675675675675675,94,False
AZO_RM_30_mut_799,54,11,0.2037037037037037,7,False
AZO_RM_557,165,3,0.01818181818181818,46,False
AZO_RM_629,89,1,0.011235955056179775,55,False
DCA_SB_50_194,355,1,0.0028169014084507044,73,False
DCA_TM_4048,67,1,0.014925373134328358,41,False
AZO_RM_30_mut_745,64,4,0.0625,7,False
AZO_RU_30_mut_199,66,2,0.030303030303030304,19,False
FULL_3D_CONST_332,1207,16,0.013256006628003313,105,False
AZO_RM_30_mut_756,120,6,0.05,10,False
FULL_3D_CONST_338,245,4,0.0163265306122449,97,False
AZO_RM_339,114,1,0.008771929824561403,41,False
DCA_TM_1036,38,1,0.02631578947368421,42,False
AZO_RM_23,302,1,0.0033112582781456954,53,False
MIN_CONST_972,1699,13,0.007651559741024131,143,False
AZO_RM_30_mut_491,56,8,0.14285714285714285,6,False
DCA_TM_4804,55,2,0.03636363636363636,52,False
FULL_3D_CONST_467,700,6,0.008571428571428572,97,False
DCA_SB_50_570,233,2,0.008583690987124463,89,False
MIN_CONST_236,786,5,0.006361323155216285,146,False
FULL_3D_CONST_473,231,1,0.004329004329004329,98,False
MIN_CONST_387,414,5,0.012077294685990338,141,False
AZO_RM_642,110,3,0.02727272727272727,50,False
DCA_TM_1544,43,2,0.046511627906976744,27,False
DCA_TM_2079,36,1,0.027777777777777776,24,False
DCA_TM_2286,69,1,0.014492753623188406,49,False
DCA_TM_4785,128,3,0.0234375,42,False
DCA_TM_201,28,2,0.07142857142857142,33,False
MIN_CONST_178,1243,6,0.004827031375703942,139,False
DCA_TM_3350,21,4,0.19047619047619047,42,False
DCA_SB_50_972,23,10,0.43478260869565216,85,False
DCA_TM_4825,132,8,0.06060606060606061,45,False
DCA_SB_50_563,368,1,0.002717391304347826,55,False
DCA_TM_1270,53,12,0.22641509433962265,54,False
NAT_GII_sel_KI911825.1/256994-257196,126,8,0.06349206349206349,119,False
AZO_RU_30_mut_668,95,2,0.021052631578947368,16,False
DCA_TM_105,38,1,0.02631578947368421,46,False
MIN_CONST_409,408,5,0.012254901960784314,146,False
FULL_3D_CONST_420,1199,10,0.008340283569641367,91,False
AZO_RM_378,120,2,0.016666666666666666,60,False
DCA_TM_3883,51,2,0.0392156862745098,50,False
DCA_TM_4821,106,2,0.018867924528301886,56,False
DCA_TM_4913,97,1,0.010309278350515464,43,False
FULL_3D_CONST_403,775,6,0.007741935483870968,96,False
FULL_3D_CONST_936,267,3,0.011235955056179775,91,False
DCA_TM_2773,74,8,0.10810810810810811,24,False
MIN_CONST_565,221,1,0.004524886877828055,140,False
FULL_3D_CONST_495,559,8,0.014311270125223614,98,False
AZO_RM_30_mut_621,81,1,0.012345679012345678,10,False
FULL_3D_CONST_16,1209,10,0.008271298593879239,103,False
AZO_RU_30_mut_444,101,2,0.019801980198019802,16,False
DCA_TM_3244,112,3,0.026785714285714284,26,False
MIN_CONST_508,281,3,0.010676156583629894,138,False
DCA_TM_2554,72,1,0.013888888888888888,49,False
FULL_3D_CONST_913,83,3,0.03614457831325301,90,False
AZO_RU_30_mut_943,119,1,0.008403361344537815,17,False
DCA_TM_53,8,1,0.125,45,False
DCA_TM_3057,89,3,0.033707865168539325,50,False
AZO_RM_30_mut_202,113,3,0.02654867256637168,10,False
AZO_RM_480,269,5,0.01858736059479554,64,False
DCA_TM_183,35,3,0.08571428571428572,44,False
DCA_TM_3065,40,1,0.025,52,False
DCA_TM_824,120,4,0.03333333333333333,48,False
DCA_TM_2090,16,1,0.0625,21,False
DCA_SB_50_858,113,2,0.017699115044247787,62,False
DCA_TM_1959,17,9,0.5294117647058824,24,False
DCA_TM_2622,71,5,0.07042253521126761,45,False
FULL_3D_CONST_482,1205,9,0.007468879668049793,109,False
AZO_RU_30_mut_365,135,5,0.037037037037037035,20,False
DCA_SB_50_399,153,2,0.013071895424836602,77,False
AZO_RU_30_mut_17,205,3,0.014634146341463415,18,False
AZO_RM_30_mut_821,53,2,0.03773584905660377,8,False
DCA_TM_2703,40,3,0.075,26,False
MIN_CONST_708,462,5,0.010822510822510822,141,False
AZO_RM_841,48,5,0.10416666666666667,50,False
AZO_RM_30_mut_555,14,26,1.8571428571428572,7,False
FULL_3D_CONST_731,1405,11,0.007829181494661922,92,False
AZO_RM_30_mut_73,33,1,0.030303030303030304,9,False
DCA_TM_791,133,14,0.10526315789473684,21,False
DCA_TM_2412,57,2,0.03508771929824561,41,False
DCA_TM_4949,123,6,0.04878048780487805,50,False
DCA_TM_1976,56,2,0.03571428571428571,46,False
DCA_SB_75_180,94,1,0.010638297872340425,85,False
MIN_CONST_527,335,6,0.01791044776119403,126,False
AZO_RU_30_mut_89,105,3,0.02857142857142857,21,False
DCA_TM_419,18,1,0.05555555555555555,43,False
FULL_3D_CONST_598,201,2,0.009950248756218905,98,False
FULL_3D_CONST_868,668,4,0.005988023952095809,98,False
DCA_TM_3086,83,1,0.012048192771084338,50,False
DCA_TM_10,35,3,0.08571428571428572,47,False
DCA_SB_50_749,111,2,0.018018018018018018,72,False
DCA_TM_1029,24,4,0.16666666666666666,32,False
AZO_RM_30_mut_529,85,1,0.011764705882352941,9,False
DCA_SB_75_607,116,4,0.034482758620689655,68,False
FULL_3D_CONST_46,363,2,0.005509641873278237,89,False
AZO_RM_855,134,3,0.022388059701492536,60,False
AZO_RM_30_mut_268,67,9,0.13432835820895522,9,False
DCA_TM_3573,20,17,0.85,51,False
MIN_CONST_24,656,4,0.006097560975609756,139,False
FULL_3D_CONST_886,290,3,0.010344827586206896,91,False
AZO_RM_30_mut_724,60,3,0.05,11,False
DCA_SB_50_893,100,2,0.02,66,False
DCA_TM_4848,54,5,0.09259259259259259,50,False
DCA_TM_1743,25,3,0.12,50,False
DCA_SB_50_440,187,1,0.0053475935828877,70,False
